"title_description","base_salary"
"DEPUTY COMMISSIONER","238232.00"
"COMMUNITY COORDINATOR","72298.00"
"ADMINISTRATIVE CONTRACT SPECIALIST","103689.00"
"ADMINISTRATIVE STAFF ANALYST","131470.00"
"STAFF ANALYST","89704.00"
"COMMUNITY COORDINATOR","75442.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","87205.00"
"ADMIN COMMUNITY RELATIONS SPECIALIST","113902.00"
"COMMUNITY COORDINATOR","64015.00"
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST","135171.00"
"ACCOUNTANT","99056.00"
"ASSOCIATE CONTRACT SPECIALIST","98272.00"
"COMMUNITY COORDINATOR","93988.00"
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST","128075.00"
"DEPUTY COMMISSIONER","242966.00"
"ADMINISTRATIVE MANAGER","102865.00"
"ASSOCIATE CONTRACT SPECIALIST","86507.00"
"COMMUNITY COORDINATOR","65935.00"
"CERTIFIED IT ADMINISTRATOR","128746.00"
"DEPUTY COMMISSIONER","238232.00"
"ADMINISTRATIVE CONTRACT SPECIALIST","139770.00"
"ADM MANAGER-NON-MGRL","143879.00"
"CERTIFIED IT DEVELOPER","131965.00"
"COMPUTER SPECIALIST","124640.00"
"CONTRACT SPECIALIST","71818.00"
"COMMUNITY COORDINATOR","95925.00"
"COMPUTER SPECIALIST","139336.00"
"COMPUTER ASSOCIATE","85857.00"
"ADMINISTRATIVE CONTRACT SPECIALIST","120492.00"
"COMPUTER SPECIALIST","125308.00"
"ADMINISTRATIVE CONTRACT SPECIALIST","115063.00"
"ADMIN COMMUNITY RELATIONS SPECIALIST","143228.00"
"ADMINISTRATIVE CONTRACT SPECIALIST","86879.00"
"ADMIN COMMUNITY RELATIONS SPECIALIST","121716.00"
"COMPUTER SYSTEMS MANAGER","129819.00"
"ADMINISTRATIVE MANAGER","123000.00"
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER","154875.00"
"CERTIFIED IT DEVELOPER","126291.00"
"CONFIDENTIAL STRATEGY PLANNER","108442.00"
"COMMUNITY COORDINATOR","85078.00"
"ASSOCIATE CONTRACT SPECIALIST","88486.00"
"COMMUNITY COORDINATOR","72298.00"
"MANAGEMENT AUDITOR","109320.00"
"ADMIN COMMUNITY RELATIONS SPECIALIST","92643.00"
"COMMUNITY COORDINATOR","78470.00"
"COMMUNITY COORDINATOR","69126.00"
"ADMIN COMMUNITY RELATIONS SPECIALIST","100551.00"
"COMMUNITY COORDINATOR","72298.00"
"CERTIFIED IT ADMINISTRATOR","116745.00"
"ADMIN COMMUNITY RELATIONS SPECIALIST","78590.00"
"EXECUTIVE ASSISTANT TO THE COMMISSIONER OF EMPLOYMENT","152575.00"
"DIRECTOR OF PLANNING","194433.00"
"COMMUNITY COORDINATOR","79528.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","87205.00"
"COMMUNITY COORDINATOR","80826.00"
"ASSOCIATE CONTRACT SPECIALIST","95565.00"
"COMMUNITY COORDINATOR","72298.00"
"CLERICAL ASSOCIATE MOST MAYORAL AG","72298.00"
"COMMUNITY COORDINATOR","80285.00"
"ASSOCIATE CONTRACT SPECIALIST","84015.00"
"ASSOCIATE DIRECTOR, OFFICE OF NEIGHBORHOOD SAFETY","138252.00"
"ASSISTANT DIRECTOR OF NEIGHBORHOOD SAFETY","119859.00"
"COMMUNITY COORDINATOR","87763.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","87763.00"
"BOROUGH MANAGER, OFFICE OF NEIGHBORHOOD SAFETY","102843.00"
"ASSISTANT DIRECTOR OF NEIGHBORHOOD SAFETY","106338.00"
"COMMUNITY COORDINATOR","62868.00"
"ASSOCIATE CONTRACT SPECIALIST","77910.00"
"COMPUTER ASSOCIATE","79723.00"
"COMMUNITY COORDINATOR","87205.00"
"COMMUNITY COORDINATOR","62868.00"
"COMMUNITY COORDINATOR","69155.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","87205.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","79761.00"
"COMMUNITY COORDINATOR","87205.00"
"COMMUNITY COORDINATOR","72298.00"
"CITY RESEARCH SCIENTIST","100904.00"
"ASSOCIATE CONTRACT SPECIALIST","80442.00"
"ASSOCIATE CONTRACT SPECIALIST","65775.00"
"COMMUNITY COORDINATOR","79761.00"
"COMMUNITY COORDINATOR","79761.00"
"SECRETARY TO COMMISSIONER","114437.00"
"COMMUNITY COORDINATOR","79528.00"
"CITY RESEARCH SCIENTIST","100904.00"
"COMMUNITY COORDINATOR","87763.00"
"COMMUNITY COORDINATOR","72298.00"
"AGENCY ATTORNEY","110931.00"
"COMMUNITY COORDINATOR","62868.00"
"COMMUNITY COORDINATOR","84015.00"
"COMMUNITY COORDINATOR","72298.00"
"COMPUTER SPECIALIST","128914.00"
"COMMUNITY COORDINATOR","89828.00"
"COMMUNITY COORDINATOR","72298.00"
"COMPUTER ASSOCIATE","70000.00"
"COMMUNITY COORDINATOR","89828.00"
"COMMUNITY COORDINATOR","77250.00"
"CITY RESEARCH SCIENTIST","100904.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSOCIATE CONTRACT SPECIALIST","80442.00"
"AGENCY ATTORNEY","108000.00"
"COMMUNITY COORDINATOR","70022.00"
"COMMUNITY COORDINATOR","97593.00"
"ASSOC COMMISSIONER FOR PLANNING,REVIEW AND EVALUATION","203083.00"
"COMMUNITY COORDINATOR","62868.00"
"AGENCY ATTORNEY","113575.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","72069.00"
"COMMUNITY COORDINATOR","70192.00"
"COMMUNITY COORDINATOR","72298.00"
"ASSOCIATE COMMISSIONER FOR MANAGEMENT","199988.00"
"COMMUNITY COORDINATOR","68145.00"
"COMMUNITY COORDINATOR","92778.00"
"CITY RESEARCH SCIENTIST","93046.00"
"COMMUNITY COORDINATOR","77438.00"
"COMMUNITY COORDINATOR","80729.00"
"EXECUTIVE PROGRAM SPECIALIST","101541.00"
"CITY RESEARCH SCIENTIST","100904.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","60889.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","64015.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","77438.00"
"COMMUNITY COORDINATOR","62868.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","80718.00"
"COMMUNITY COORDINATOR","62868.00"
"COMMUNITY COORDINATOR","87205.00"
"ASSOCIATE CONTRACT SPECIALIST","80442.00"
"COMMUNITY COORDINATOR","72275.00"
"COMMUNITY COORDINATOR","62868.00"
"COMMUNITY COORDINATOR","85078.00"
"CITY RESEARCH SCIENTIST","98160.00"
"COMMUNITY COORDINATOR","72069.00"
"CITY RESEARCH SCIENTIST","84981.00"
"CITY RESEARCH SCIENTIST","98160.00"
"COMMUNITY COORDINATOR","73912.00"
"COMPUTER SPECIALIST","95235.00"
"COMMUNITY COORDINATOR","65935.00"
"COMMUNITY COORDINATOR","72529.00"
"DIRECTOR OF PLANNING","185000.00"
"EXECUTIVE PROGRAM SPECIALIST","147877.00"
"COMMUNITY COORDINATOR","85078.00"
"CITY RESEARCH SCIENTIST","133900.00"
"COMMUNITY COORDINATOR","69126.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY COORDINATOR","60889.00"
"COMMUNITY COORDINATOR","86520.00"
"CITY RESEARCH SCIENTIST","95713.00"
"CITY RESEARCH SCIENTIST","81991.00"
"COMMUNITY COORDINATOR","70022.00"
"COMMUNITY COORDINATOR","62868.00"
"COMMUNITY COORDINATOR","70192.00"
"COMMUNITY COORDINATOR","87763.00"
"COMMUNITY COORDINATOR","92925.00"
"COMMUNITY COORDINATOR","64015.00"
"COMMUNITY COORDINATOR","68145.00"
"COMMUNITY COORDINATOR","72095.00"
"COMMUNITY COORDINATOR","76405.00"
"COMMUNITY COORDINATOR","72275.00"
"CITY RESEARCH SCIENTIST","87743.00"
"COMMUNITY COORDINATOR","85698.00"
"COMMUNITY COORDINATOR","85698.00"
"COMMUNITY COORDINATOR","89828.00"
"COMMUNITY COORDINATOR","68145.00"
"COMMUNITY COORDINATOR","85698.00"
"CITY RESEARCH SCIENTIST","87743.00"
"COMMUNITY COORDINATOR","76405.00"
"COMMUNITY COORDINATOR","87763.00"
"COMMUNITY COORDINATOR","70210.00"
"COMMUNITY ASSOCIATE","65776.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","69126.00"
"COMMUNITY COORDINATOR","90395.00"
"COMMUNITY ASSISTANT","43460.00"
"ASSISTANT DISTRICT ATTORNEY","90000.00"
"ASSISTANT DISTRICT ATTORNEY","80000.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","100000.00"
"ASSISTANT DISTRICT ATTORNEY","85000.00"
"ASSISTANT DISTRICT ATTORNEY","80000.00"
"COMMUNITY ASSOCIATE","57428.00"
"ASSISTANT DISTRICT ATTORNEY","117500.00"
"ASSISTANT DISTRICT ATTORNEY","110000.00"
"ASSISTANT DISTRICT ATTORNEY","95000.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","122500.00"
"ASSISTANT DISTRICT ATTORNEY","90000.00"
"ASSISTANT DISTRICT ATTORNEY","122500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","130000.00"
"ASSISTANT DISTRICT ATTORNEY","122500.00"
"ASSISTANT DISTRICT ATTORNEY","122500.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY COORDINATOR","87550.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","53174.00"
"COMMUNITY ASSOCIATE","57428.00"
"ASSISTANT DISTRICT ATTORNEY","95000.00"
"COMMUNITY ASSISTANT","43460.00"
"SPECIAL ASSISTANT TO THE DISTRICT ATTORNEY","165200.00"
"COMMUNITY COORDINATOR","79761.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"RACKETS INVESTIGATOR - START >4-24-08 NO ABC","68046.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSISTANT","42092.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","57428.00"
"COMMUNITY ASSOCIATE","55301.00"
"COMMUNITY ASSOCIATE","63809.00"
"COMMUNITY ASSOCIATE","55301.00"
"COMMUNITY ASSOCIATE","70598.00"
"COMMUNITY ASSOCIATE","55530.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"ASSISTANT DISTRICT ATTORNEY","120000.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","53174.00"
"COMMUNITY ASSOCIATE","51227.00"
"CONFIDENTIAL STRATEGY PLANNER","113300.00"
"COMMUNITY ASSOCIATE","53174.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"MEDIA SERVICES TECHNICIAN","63706.00"
"COMMUNITY COORDINATOR","101227.00"
"COMMUNITY ASSOCIATE","55620.00"
"COMMUNITY ASSISTANT","43460.00"
"ASSISTANT DISTRICT ATTORNEY","122500.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","190000.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY COORDINATOR","97593.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","42092.00"
"COMMUNITY COORDINATOR","87550.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","55301.00"
"ASSISTANT DISTRICT ATTORNEY","127500.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","53560.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51500.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","63809.00"
"COMMUNITY ASSISTANT","42092.00"
"ASSISTANT DISTRICT ATTORNEY","95000.00"
"COMMUNITY COORDINATOR","90395.00"
"COMMUNITY ASSOCIATE","57428.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY ASSOCIATE","57428.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","57428.00"
"COMMUNITY ASSOCIATE","57428.00"
"COMMUNITY COORDINATOR","72298.00"
"COMMUNITY ASSOCIATE","53174.00"
"COMMUNITY ASSOCIATE","53174.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","63809.00"
"COMMUNITY COORDINATOR","90395.00"
"COMMUNITY ASSOCIATE","65776.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","49615.00"
"SENIOR RACKETS INVESTIGATOR - START >4-24-08 NO ABC","103307.00"
"ASSISTANT DISTRICT ATTORNEY","135000.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"REPORTER/ STENOGRAPHER","74523.00"
"COMMUNITY COORDINATOR","90395.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","53174.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","190000.00"
"SENIOR RACKETS INVESTIGATOR - START >4-24-08 NO ABC","77449.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","75000.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","80000.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","69000.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","115000.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","85000.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","69000.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"RACKETS INVESTIGATOR - START >4-24-08 NO ABC","66064.00"
"ASSISTANT DISTRICT ATTORNEY","85000.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","85000.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","80000.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","85000.00"
"ASSISTANT DISTRICT ATTORNEY","80000.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ASSISTANT DISTRICT ATTORNEY","85000.00"
"COMMUNITY ASSISTANT","43460.00"
"ASSISTANT DISTRICT ATTORNEY","75000.00"
"SENIOR RACKETS INVESTIGATOR - START >4-24-08 NO ABC","77449.00"
"COMMUNITY ASSOCIATE","66936.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","58491.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY COORDINATOR","74443.00"
"COMMUNITY ASSOCIATE","58491.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"REPORTER/ STENOGRAPHER","76945.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","120000.00"
"COMMUNITY ASSISTANT","42092.00"
"COMMUNITY ASSISTANT","42092.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","140000.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","57428.00"
"SENIOR RACKETS INVESTIGATOR - START >4-24-08 NO ABC","103307.00"
"COMMUNITY ASSOCIATE","58491.00"
"COMMUNITY ASSOCIATE","58491.00"
"ADMINISTRATIVE CHIEF","147877.00"
"COMMUNITY COORDINATOR","85078.00"
"COMMUNITY ASSISTANT","42092.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","57428.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","42092.00"
"COMMUNITY ASSOCIATE","61800.00"
"COMMUNITY ASSISTANT","42092.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"ASSISTANT DISTRICT ATTORNEY","120000.00"
"ASSISTANT DISTRICT ATTORNEY","170000.00"
"ASSISTANT DISTRICT ATTORNEY","120000.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","57428.00"
"COMMUNITY COORDINATOR","72298.00"
"ASSISTANT DISTRICT ATTORNEY","174000.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","100000.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","115000.00"
"COMMUNITY ASSOCIATE","63809.00"
"COMMUNITY COORDINATOR","85078.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","155000.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","155000.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","63809.00"
"COMMUNITY ASSOCIATE","59151.00"
"COMMUNITY COORDINATOR","87630.00"
"COMMUNITY ASSOCIATE","67695.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","56412.00"
"COMMUNITY ASSOCIATE","60926.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","92500.00"
"ADMINISTRATIVE CHIEF","204950.00"
"COMMUNITY ASSOCIATE","62054.00"
"COMMUNITY ASSISTANT","43460.00"
"REPORTER/ STENOGRAPHER","90969.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"IT PROJECT SPECIALIST","135389.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","110000.00"
"ASSISTANT DISTRICT ATTORNEY","165000.00"
"ASSISTANT DISTRICT ATTORNEY","115000.00"
"COMMUNITY ASSOCIATE","67695.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","100000.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","100000.00"
"COMMUNITY ASSISTANT","43460.00"
"ASSISTANT DISTRICT ATTORNEY","95000.00"
"ASSISTANT DISTRICT ATTORNEY","95000.00"
"COMMUNITY ASSISTANT","42092.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","66936.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","53690.00"
"COMMUNITY ASSOCIATE","51227.00"
"REPORTER/ STENOGRAPHER","90969.00"
"COMMUNITY COORDINATOR","76491.00"
"COMMUNITY COORDINATOR","84619.00"
"COMMUNITY COORDINATOR","77438.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","122500.00"
"ASSISTANT DISTRICT ATTORNEY","95000.00"
"COMMUNITY ASSOCIATE","60661.00"
"REPORTER/ STENOGRAPHER","97606.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"IT SERVICE MANAGEMENT SPECIALIST","124107.00"
"ASSISTANT DISTRICT ATTORNEY","195000.00"
"COMMUNITY ASSOCIATE","57428.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","127500.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","65564.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","49615.00"
"BOOKKEEPER","62054.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","60661.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","80000.00"
"COMMUNITY ASSOCIATE","58491.00"
"ASSISTANT DISTRICT ATTORNEY","127500.00"
"ASSISTANT DISTRICT ATTORNEY","150000.00"
"COMMUNITY COORDINATOR","73336.00"
"ASSISTANT DISTRICT ATTORNEY","69000.00"
"DIRECToR OF CRIM JUSTICE DATA SHARE AND INFO SERVS KDA","129748.00"
"ASSISTANT DISTRICT ATTORNEY","69000.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","49615.00"
"ASSISTANT DISTRICT ATTORNEY","185000.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","67695.00"
"ASSISTANT DISTRICT ATTORNEY","95000.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","43460.00"
"ASSISTANT DISTRICT ATTORNEY","95000.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY COORDINATOR","81955.00"
"ASSISTANT DISTRICT ATTORNEY","120000.00"
"ASSISTANT DISTRICT ATTORNEY","145000.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY COORDINATOR","73336.00"
"COMMUNITY ASSISTANT","42092.00"
"COMMUNITY ASSOCIATE","58491.00"
"ASSISTANT DISTRICT ATTORNEY","135000.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","56788.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY ASSOCIATE","51227.00"
"ASSISTANT DISTRICT ATTORNEY","115000.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY COORDINATOR","73336.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSOCIATE","49615.00"
"COMMUNITY COORDINATOR","75000.00"
"ASSISTANT DISTRICT ATTORNEY","132500.00"
"COMMUNITY ASSOCIATE","51227.00"
"COMMUNITY ASSISTANT","42092.00"
"COMMUNITY COORDINATOR","87630.00"
"ASSISTANT DISTRICT ATTORNEY","100000.00"
"COMMUNITY COORDINATOR","77438.00"
"ASSISTANT DISTRICT ATTORNEY","160000.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSISTANT","43460.00"
"COMMUNITY ASSOCIATE","51227.00"
