"title_description","base_salary"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","53790.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","55746.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"INTELLIGENCE RESEARCH SPECIALIST-PD","99895.00"
"CRIMINALIST","76620.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"POLICE OFFICER","59065.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE OFFICER","55942.00"
"CASE MANAGEMENT NURSE","106301.00"
"INTELLIGENCE RESEARCH SPECIALIST-PD","84926.00"
"POLICE COMMUNICATIONS TECHNICIAN","45704.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","55942.00"
"SCHOOL SAFETY AGENT","38064.00"
"POLICE OFFICER","57976.00"
"CASE MANAGEMENT NURSE","106301.00"
"CRIME ANALYST","63667.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","53790.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","59065.00"
"POLICE OFFICER","57976.00"
"POLICE COMMUNICATIONS TECHNICIAN","44403.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","44403.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE COMMUNICATIONS TECHNICIAN","45735.00"
"POLICE OFFICER","55942.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE COMMUNICATIONS TECHNICIAN","44403.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE COMMUNICATIONS TECHNICIAN","55985.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE OFFICER","55942.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"POLICE COMMUNICATIONS TECHNICIAN","45735.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"SCHOOL SAFETY AGENT","36955.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"STOCK WORKER","42547.00"
"POLICE OFFICER","55942.00"
"FINGERPRINT TECHNICIAN TRAINEE","35309.00"
"NUTRITIONIST","94626.00"
"STOCK WORKER","42547.00"
"POLICE OFFICER","57976.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","57976.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","41797.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","57976.00"
"SCHOOL SAFETY AGENT","40502.00"
"SCHOOL SAFETY AGENT","41797.00"
"SCHOOL SAFETY AGENT","41797.00"
"SCHOOL SAFETY AGENT","40502.00"
"SCHOOL SAFETY AGENT","41797.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","53790.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","53790.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","53790.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"SCHOOL SAFETY AGENT","40502.00"
"SCHOOL SAFETY AGENT","39206.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"ASSOCIATE STAFF ANALYST","91394.00"
"CITY CUSTODIAL ASSISTANT","42898.00"
"MOTOR VEHICLE OPERATOR","57028.00"
"INTELLIGENCE RESEARCH SPECIALIST-PD","138743.00"
"STOCK WORKER","42547.00"
"AUTOMOTIVE SERVICE WORKER","46389.00"
"AUTOMOTIVE SERVICE WORKER","46389.00"
"EVIDENCE AND PROPERTY CONTROL SPECIALIST","65303.00"
"INVESTIGATOR","45329.00"
"CRIMINALIST","64029.00"
"CRIMINALIST","64029.00"
"INVESTIGATOR","55437.00"
"EXECUTIVE AGENCY COUNSEL","285577.00"
"CRIMINALIST","60208.00"
"AUTOMOTIVE SERVICE WORKER","54321.00"
"AUTOMOTIVE SERVICE WORKER","54321.00"
"AUTOMOTIVE SERVICE WORKER","46389.00"
"AUTOMOTIVE SERVICE WORKER","54321.00"
"AUTOMOTIVE SERVICE WORKER","42172.00"
"FINGERPRINT TECHNICIAN TRAINEE","35309.00"
"AUTOMOTIVE SERVICE WORKER","46389.00"
"PHOTOGRAPHER","56590.00"
"MEDIA SERVICES TECHNICIAN","55395.00"
"CRIME ANALYST","63667.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"POLICE OFFICER","55942.00"
"TRAFFIC ENFORCEMENT AGENT","46234.00"
"POLICE OFFICER","55942.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","46234.00"
"POLICE OFFICER","55942.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"POLICE OFFICER","55942.00"
"SCHOOL SAFETY AGENT","40502.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","46234.00"
"POLICE OFFICER","55942.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"POLICE OFFICER","55942.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"INTELLIGENCE RESEARCH SPECIALIST-PD","88715.00"
"AUTOMOTIVE SERVICE WORKER","46389.00"
"POLICE OFFICER","55942.00"
"CITY RESEARCH SCIENTIST","74536.00"
"POLICE OFFICER","55942.00"
"COMMUNITY ASSISTANT","38805.00"
"PARALEGAL AIDE","43709.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"SCHOOL SAFETY AGENT","40502.00"
"SCHOOL SAFETY AGENT","40502.00"
"SCHOOL SAFETY AGENT","40502.00"
"POLICE OFFICER","55942.00"
"SCHOOL SAFETY AGENT","40502.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","57976.00"
"SCHOOL SAFETY AGENT","40502.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"SCHOOL SAFETY AGENT","40502.00"
"SCHOOL SAFETY AGENT","40502.00"
"AUTOMOTIVE SERVICE WORKER","42172.00"
"MEDIA SERVICES TECHNICIAN","46767.00"
"MEDIA SERVICES TECHNICIAN","48170.00"
"PSYCHOLOGIST","95211.00"
"INVESTIGATOR","48206.00"
"COMMUNITY ASSISTANT","39970.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","53790.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","53790.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","53790.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"POLICE OFFICER","57976.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"POLICE OFFICER","55942.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"POLICE OFFICER","55942.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"POLICE OFFICER","55942.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"POLICE OFFICER","55942.00"
"TRAFFIC ENFORCEMENT AGENT","47185.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","46234.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47185.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"TRAFFIC ENFORCEMENT AGENT","47621.00"
"POLICE OFFICER","55942.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"SCHOOL SAFETY AGENT","36955.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"CASE MANAGEMENT NURSE","106301.00"
"POLICE COMMUNICATIONS TECHNICIAN","44265.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE COMMUNICATIONS TECHNICIAN","45704.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","53790.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","53790.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE OFFICER","55942.00"
"POLICE COMMUNICATIONS TECHNICIAN","44265.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","45704.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","44265.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","44265.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE OFFICER","55942.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","44265.00"
"POLICE COMMUNICATIONS TECHNICIAN","44265.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","44265.00"
"POLICE COMMUNICATIONS TECHNICIAN","47222.00"
"POLICE COMMUNICATIONS TECHNICIAN","45704.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","36955.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","36955.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","39206.00"
"SCHOOL SAFETY AGENT","39206.00"
"PSYCHOLOGIST","95211.00"
"MEDIA SERVICES TECHNICIAN","48170.00"
"DIRECTOR OF PHOTOGRAPHIC SERVICES-PD","160000.00"
"SCHOOL SAFETY AGENT","39206.00"
"CITY CUSTODIAL ASSISTANT","39970.00"
"POLICE COMMUNICATIONS TECHNICIAN","45704.00"
"CITY CUSTODIAL ASSISTANT","39970.00"
