"title_description","base_salary"
"BUSINESS DATA AND REPORTING ANALYST","46217.00"
"CUNY OFFICE ASSISTANT","43582.00"
"LECTURER","83764.00"
"HIGHER EDUCATION OFFICER","124656.00"
"ASSOCIATE PROFESSOR","100329.00"
"ASSOCIATE PROFESSOR","104057.00"
"ASSISTANT PROFESSOR","86645.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"HIGHER EDUCATION OFFICER","119995.00"
"CUNY CUSTODIAL ASSISTANT","39922.00"
"HIGHER EDUCATION ASSOCIATE","96602.00"
"BUSINESS DATA AND REPORTING ANALYST","63918.00"
"CAMPUS PEACE OFFICER","38029.00"
"HIGHER EDUCATION OFFICER","90634.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"CAMPUS SECURITY ASSISTANT","39522.00"
"HIGHER EDUCATION ASSISTANT","79188.00"
"LECTURER","83764.00"
"HIGHER EDUCATION ASSISTANT","93134.00"
"COMPUTER SYSTEMS MANAGER","116833.00"
"ASSOCIATE PROFESSOR","104057.00"
"ASSOCIATE PROFESSOR","96602.00"
"LECTURER/DOCTORAL SCHEDULE","86698.00"
"PROFESSOR","107789.00"
"CUNY OFFICE ASSISTANT","45386.00"
"CUNY OFFICE ASSISTANT","39835.00"
"LECTURER","76870.00"
"ASSISTANT PROFESSOR","79188.00"
"CLIP INSTRUCTOR","67684.00"
"SENIOR COLLEGE LAB TECH","72319.00"
"HIGHER EDUCATION ASSOCIATE","100329.00"
"COLLEGE ACCOUNTANT","67212.00"
"CUNY START INSTRUCTOR","67684.00"
"ASSISTANT TO HEO","79726.00"
"HIGHER EDUCATION OFFICER","141858.00"
"CUNY OFFICE ASSISTANT","45386.00"
"CUNY OFFICE ASSISTANT","41484.00"
"CUNY OFFICE ASSISTANT","37915.00"
"HIGHER EDUCATION OFFICER","119995.00"
"HIGHER EDUCATION ASSISTANT","82928.00"
"CUNY OFFICE ASSISTANT","45386.00"
"CUNY OFFICE ASSISTANT","36700.00"
"CAMPUS PUBLIC SAFETY SERGEANT","66803.00"
"ASSISTANT TO HEO","65946.00"
"ASSOCIATE PROFESSOR","93491.00"
"ASSOCIATE PROFESSOR","117805.00"
"ASSISTANT PROFESSOR","79188.00"
"ASSOCIATE PROFESSOR","96602.00"
"EOC OFFICE ASSISTANT","42425.00"
"EOC ASSISTANT TO HEO","72837.00"
"EOC OFFICE ASSISTANT","45064.00"
"HIGHER EDUCATION ASSOCIATE","93491.00"
"CUNY OFFICE ASSISTANT","44011.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"CUNY OFFICE ASSISTANT","33545.00"
"CUNY OFFICE ASSISTANT","36700.00"
"CUNY OFFICE ASSISTANT","41472.00"
"CUNY OFFICE ASSISTANT","41484.00"
"BUSINESS DATA AND REPORTING ANALYST","63918.00"
"CUNY OFFICE ASSISTANT","45386.00"
"CAMPUS PEACE OFFICER","38980.00"
"ASSISTANT PROFESSOR","82928.00"
"ASSISTANT TO HEO","68245.00"
"CUNY OFFICE ASSISTANT","38863.00"
"CAMPUS PEACE OFFICER","41318.00"
"CUNY OFFICE ASSISTANT","49288.00"
"CUNY CUSTODIAL ASSISTANT","41163.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"CUNY OFFICE ASSISTANT","39835.00"
"ASSOCIATE PROFESSOR","96602.00"
"ASSOCIATE PROFESSOR","93491.00"
"HIGHER EDUCATION ASSOCIATE","107789.00"
"ASSOCIATE PROFESSOR","96602.00"
"ASSOCIATE PROFESSOR","90375.00"
"ASSOCIATE PROFESSOR","96602.00"
"ASSOCIATE PROFESSOR","93491.00"
"LECTURER","74575.00"
"CUNY CUSTODIAL ASSISTANT","36706.00"
"CUNY OFFICE ASSISTANT","38863.00"
"HIGHER EDUCATION ASSISTANT","82928.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"BUSINESS DATA AND REPORTING ANALYST","47604.00"
"CAMPUS PEACE OFFICER","47742.00"
"CUNY OFFICE ASSISTANT","38863.00"
"ASSISTANT TO HEO","60394.00"
"COLLEGE ACCOUNTING ASSISTANT","51267.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"ASSISTANT PURCHASING AGENT","42203.00"
"EOC ASSISTANT TO HEO","81712.00"
"ASSISTANT TO HEO","79726.00"
"CUNY OFFICE ASSISTANT","41405.00"
"CUNY OFFICE ASSISTANT","42729.00"
"COLLEGE LAB TECHNICIAN","64086.00"
"CUNY OFFICE ASSISTANT","39835.00"
"IT ASSISTANT","63918.00"
"CUNY OFFICE ASSISTANT","34551.00"
"EOC ACCOUNTING ASSISTANT","46859.00"
"EOC OFFICE ASSISTANT","38586.00"
"CUNY CUSTODIAL ASSISTANT","41163.00"
"HIGHER EDUCATION ASSISTANT","79188.00"
"ASSISTANT TO HEO","62689.00"
"EOC ASSISTANT TO HEO","79726.00"
"HIGHER EDUCATION ASSISTANT","79188.00"
"CAMPUS PEACE OFFICER","45825.00"
"LECTURER","76870.00"
"ASSOCIATE PROFESSOR","93491.00"
"ASSISTANT VICE PRESIDENT","140454.00"
"ASSISTANT PROFESSOR","90375.00"
"CAMPUS PEACE OFFICER","53442.00"
"CAMPUS SECURITY ASSISTANT","37435.00"
"HIGHER EDUCATION ASSISTANT","62411.00"
"HIGHER EDUCATION OFFICER","141858.00"
"HIGHER EDUCATION ASSOCIATE","107789.00"
"CAMPUS PEACE OFFICER","45825.00"
"HIGHER EDUCATION ASSOCIATE","107789.00"
"CUNY CUSTODIAL ASSISTANT","41163.00"
"CAMPUS SECURITY ASSISTANT","37435.00"
"CAMPUS PEACE OFFICER","45825.00"
"CAMPUS PEACE OFFICER","37529.00"
"EOC ACCOUNTING ASSISTANT","42711.00"
"CLIP INSTRUCTOR","62133.00"
"ASSISTANT PROFESSOR","70238.00"
"ASSISTANT PROFESSOR","90375.00"
"CUNY OFFICE ASSISTANT","43582.00"
"HIGHER EDUCATION OFFICER","119995.00"
"BUSINESS DATA AND REPORTING ANALYST","55608.00"
"ASSISTANT TO HEO","60394.00"
"ASSISTANT TO HEO","57517.00"
"CUNY CUSTODIAL ASSISTANT","38753.00"
"CAMPUS SECURITY ASSISTANT","37435.00"
"CAMPUS PEACE OFFICER","41154.00"
"CAMPUS SECURITY ASSISTANT","37435.00"
"ASSISTANT PROFESSOR","90375.00"
"CUNY CUSTODIAL ASSISTANT","41163.00"
"INSTRUCTOR","69945.00"
"CAMPUS PEACE OFFICER","39955.00"
"CUNY CUSTODIAL ASSISTANT","41163.00"
"HIGHER EDUCATION ASSISTANT","82928.00"
"CAMPUS PEACE OFFICER","41318.00"
"CUNY OFFICE ASSISTANT","36700.00"
"EOC IT SUPPORT ASSISTANT","38928.00"
"CUNY OFFICE ASSISTANT","43582.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"IT SUPPORT ASSISTANT","47604.00"
"LECTURER","76870.00"
"HIGHER EDUCATION OFFICER","141858.00"
"EOC ASSISTANT TO HEO","65946.00"
"CUNY CUSTODIAL ASSISTANT","41163.00"
"CUNY CUSTODIAL ASSISTANT","41163.00"
"CUNY CUSTODIAL ASSISTANT","39916.00"
"CUNY CUSTODIAL ASSISTANT","33400.00"
"BUSINESS DATA AND REPORTING ANALYST","44746.00"
"CUNY OFFICE ASSISTANT","37399.00"
"CUNY OFFICE ASSISTANT","41030.00"
"HIGHER EDUCATION ASSOCIATE","90375.00"
"CUNY CUSTODIAL ASSISTANT","39922.00"
"EOC LECTURER","67684.00"
"HIGHER EDUCATION OFFICER","100329.00"
"ASSISTANT PROFESSOR","90375.00"
"CUNY OFFICE ASSISTANT","43582.00"
"HIGHER EDUCATION ASSISTANT","68004.00"
"HIGHER EDUCATION ASSOCIATE","86645.00"
"EOC ASSISTANT TO HEO","65946.00"
"STOCK WORKER","36015.00"
"ASSISTANT PROFESSOR","90375.00"
"CAMPUS PEACE OFFICER","40810.00"
"BUSINESS DATA AND REPORTING ANALYST","67051.00"
"CAMPUS SECURITY ASSISTANT","39873.00"
"ASSISTANT PROFESSOR","82928.00"
"HIGHER EDUCATION ASSISTANT","86645.00"
"EOC CUSTODIAL ASSISTANT","40784.00"
"CUNY OFFICE ASSISTANT","42261.00"
"ASSISTANT TO HEO","60394.00"
"CUNY CUSTODIAL ASSISTANT","41163.00"
"CUSTODIAL SUPERVISOR","44682.00"
"CUNY OFFICE ASSISTANT","43582.00"
"CUNY OFFICE ASSISTANT","43582.00"
"CUNY CUSTODIAL ASSISTANT","41163.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"CAMPUS PEACE OFFICER","38467.00"
"CUNY OFFICE ASSISTANT","43582.00"
"DEAN","170000.00"
"CAMPUS SECURITY ASSISTANT","40708.00"
"CAMPUS PEACE OFFICER","42389.00"
"LECTURER","74575.00"
"LECTURER/DOCTORAL SCHEDULE","88998.00"
"CAMPUS PEACE OFFICER","42389.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"ASSOCIATE ADMINISTRATOR","135000.00"
"SENIOR COLLEGE LAB TECH","75929.00"
"CUNY OFFICE ASSISTANT","33545.00"
"HIGHER EDUCATION OFFICER","129310.00"
"LECTURER","76870.00"
"EOC ASSISTANT TO HEO","77430.00"
"EOC IT SUPPORT ASSISTANT","42126.00"
"PRESIDENT","270000.00"
"HIGHER EDUCATION ASSOCIATE","82928.00"
"NURSE PRACTITIONER","125053.00"
"PROJECT MANAGER","81403.00"
"ASSISTANT TO HEO","77430.00"
"CAMPUS SECURITY ASSISTANT","39873.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"LECTURER","76870.00"
"CUNY OFFICE ASSISTANT","38568.00"
"CUNY OFFICE ASSISTANT","38568.00"
"CUNY OFFICE ASSISTANT","38568.00"
"CUNY OFFICE ASSISTANT","35588.00"
"CUNY OFFICE ASSISTANT","38568.00"
"DEAN","165000.00"
"CUNY OFFICE ASSISTANT","38568.00"
"EOC IT ASSISTANT","54851.00"
"CAMPUS SECURITY ASSISTANT","38712.00"
"CAMPUS SECURITY ASSISTANT","38712.00"
"CUNY CUSTODIAL ASSISTANT","38712.00"
"CUNY CUSTODIAL ASSISTANT","39922.00"
"HIGHER EDUCATION ASSISTANT","70238.00"
"IT SENIOR ASSOCIATE","104942.00"
"ASSISTANT TO HEO","47861.00"
"CUNY OFFICE ASSISTANT","41472.00"
"EOC OFFICE ASSISTANT","38294.00"
"HIGHER EDUCATION OFFICER","129310.00"
"CUNY CUSTODIAL ASSISTANT","39922.00"
"COLLEGE ACCOUNTANT","63176.00"
"CUNY CUSTODIAL ASSISTANT","39922.00"
"HIGHER EDUCATION ASSISTANT","68004.00"
"ASSISTANT TO HEO","70541.00"
"IT SUPPORT ASSISTANT","44746.00"
"HIGHER EDUCATION OFFICER","132987.00"
"CUNY OFFICE ASSISTANT","36700.00"
"CUNY OFFICE ASSISTANT","36700.00"
"CUNY OFFICE ASSISTANT","36700.00"
"CAMPUS SECURITY ASSISTANT","39873.00"
"CAMPUS SECURITY ASSISTANT","39873.00"
"MOTOR VEHICLE OPERATOR","45496.00"
"HIGHER EDUCATION ASSOCIATE","86645.00"
"ASSISTANT TO HEO","57517.00"
"CUNY OFFICE ASSISTANT","36700.00"
"CAMPUS SECURITY ASSISTANT","39873.00"
"CAMPUS SECURITY ASSISTANT","39873.00"
"CUNY CUSTODIAL ASSISTANT","39922.00"
"ASSISTANT TO HEO","57517.00"
"ASSOCIATE ADMINISTRATOR","155000.00"
"EOC OFFICE ASSISTANT","36441.00"
"EOC OFFICE ASSISTANT","36441.00"
"HIGHER EDUCATION ASSOCIATE","82928.00"
"COLLEGE LAB TECHNICIAN","74430.00"
"HIGHER EDUCATION OFFICER","141858.00"
"IT ASSISTANT","73514.00"
"HIGHER EDUCATION OFFICER","119995.00"
"ASSOCIATE PROFESSOR","117805.00"
"PROFESSOR","129310.00"
"ASSISTANT VICE PRESIDENT","160000.00"
"CHIEF COLLEGE LAB TECHNICIAN","86811.00"
"LECTURER","92878.00"
"ASSISTANT TO HEO","86188.00"
"CHIEF COLLEGE LAB TECHNICIAN","90418.00"
"PROFESSOR","129310.00"
"CUNY ADMINISTRATOR ASSISTANT","66374.00"
"LECTURER","92878.00"
"ASSISTANT VICE PRESIDENT","157511.00"
"CUNY OFFICE ASSISTANT","50538.00"
"PROFESSOR","129310.00"
"ASSOCIATE PROFESSOR","117805.00"
"CUNY ADMINISTRATOR ASSISTANT","59188.00"
"CUNY OFFICE ASSISTANT","63576.00"
"UNIVERSITY PROFESSOR","243000.00"
"PROFESSOR","141858.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"ASSISTANT TO HEO","77430.00"
"VICE PRESIDENT","205619.00"
"ASSOCIATE PROFESSOR","117805.00"
"CUNY ADMINISTRATOR ASSISTANT","66374.00"
"PROFESSOR","141858.00"
"PROFESSOR","141858.00"
"SENIOR COLLEGE LAB TECH","81246.00"
"CUNY OFFICE ASSISTANT","49288.00"
"CHIEF COLLEGE LAB TECHNICIAN","98313.00"
"PROFESSOR","141858.00"
"HIGHER EDUCATION OFFICER","132987.00"
"CUNY ADMINISTRATOR ASSISTANT","66374.00"
"ASSISTANT TO HEO","86188.00"
"ASSISTANT PROFESSOR","99532.00"
"PRINCIPAL CUSTODIAL SUPERVISOR","75722.00"
"IT ASSOCIATE","91584.00"
"ADMINISTRATOR","171666.00"
"CUNY OFFICE ASSISTANT","36700.00"
"HIGHER EDUCATION OFFICER","141858.00"
"COLLEGE ACCOUNTANT","61934.00"
"LECTURER/DOCTORAL SCHEDULE","88998.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"VICE PRESIDENT","170625.00"
"HIGHER EDUCATION ASSOCIATE","93491.00"
"PROFESSOR","141858.00"
"CUNY ADMINISTRATOR ASSISTANT","66374.00"
"CUNY OFFICE ASSISTANT","54698.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"ASSISTANT PROFESSOR","99532.00"
"CUNY OFFICE ASSISTANT","54698.00"
"PROFESSOR","141858.00"
"PROFESSOR","129310.00"
"PROFESSOR","141858.00"
"ASSISTANT TO HEO","86188.00"
"CUNY OFFICE ASSISTANT","56792.00"
"CUNY OFFICE ASSISTANT","47785.00"
"CUNY CUSTODIAL ASSISTANT","39989.00"
"HIGHER EDUCATION ASSOCIATE","117805.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"CUNY ADMINISTRATOR ASSISTANT","66374.00"
"ASSOCIATE PROFESSOR","117805.00"
"HIGHER EDUCATION OFFICER","141858.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"CUNY OFFICE ASSISTANT","45050.00"
"IT ASSISTANT","71445.00"
"SENIOR COLLEGE LAB TECH","81246.00"
"HIGHER EDUCATION OFFICER","141858.00"
"MAIL/MESSAGE SERVICES WORKER","37865.00"
"PROFESSOR","141858.00"
"ASSOCIATE PROFESSOR","117805.00"
"LECTURER","92878.00"
"ASSISTANT TO HEO","70541.00"
"PROFESSOR","132987.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"CUNY OFFICE ASSISTANT","54491.00"
"HIGHER EDUCATION OFFICER","115333.00"
"CUNY OFFICE ASSISTANT","51701.00"
"PROFESSOR","115333.00"
"ADMINISTRATOR","140000.00"
"PROFESSOR","141858.00"
"CUNY OFFICE ASSISTANT","41484.00"
"SENIOR VICE PRESIDENT","227660.00"
"HIGHER EDUCATION ASSOCIATE","96602.00"
"LECTURER","92878.00"
"LECTURER","92878.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"ASSISTANT PROFESSOR","99532.00"
"PROFESSOR","141858.00"
"ASSOCIATE PROFESSOR","117805.00"
"CAMPUS PEACE OFFICER","54049.00"
"ASSISTANT PROFESSOR","99532.00"
"LECTURER","92878.00"
"ASSOCIATE PROFESSOR","117805.00"
"PROFESSOR","141858.00"
"COLLEGE ACCOUNTANT","55566.00"
"COLLEGE LAB TECHNICIAN","69517.00"
"LECTURER","92878.00"
"CUNY OFFICE ASSISTANT","46584.00"
"VICE PRESIDENT","196115.00"
"CHIEF COLLEGE LAB TECHNICIAN","90418.00"
"IT SENIOR ASSOCIATE","135874.00"
"PROFESSOR","141858.00"
"CUNY CUSTODIAL ASSISTANT","39702.00"
"IT ASSOCIATE","92633.00"
"CHIEF COLLEGE LAB TECHNICIAN","98313.00"
"PROFESSOR","141858.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"PROFESSOR","141858.00"
"CUNY OFFICE ASSISTANT","37907.00"
"CAMPUS PUBLIC SAFETY SERGEANT","67461.00"
"PROFESSOR","141858.00"
"PROFESSOR","141858.00"
"SENIOR COLLEGE LAB TECH","75929.00"
"PROFESSOR","132987.00"
"BUSINESS DATA AND REPORTING ANALYST","50564.00"
"CUNY OFFICE ASSISTANT","57925.00"
"COLLEGE PRINT SHOP SPECIALIST","58913.00"
"CUNY CUSTODIAL ASSISTANT","42213.00"
"PROFESSOR","141858.00"
"PROFESSOR","141858.00"
"PROFESSOR","132987.00"
"COLLEGE PRINT SHOP SPECIALIST","58913.00"
"COLLEGE ACCOUNTING ASSISTANT","57782.00"
"PROFESSOR","132987.00"
"CUNY ADMINISTRATOR ASSISTANT","59055.00"
"HIGHER EDUCATION OFFICER","141858.00"
"CUNY OFFICE ASSISTANT","53200.00"
"ASSISTANT TO HEO","65946.00"
"IT ASSOCIATE","104064.00"
"MAIL/MESSAGE SERVICES WORKER","50477.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"PROFESSOR","129310.00"
"HIGHER EDUCATION ASSOCIATE","100329.00"
"ASSISTANT VICE PRESIDENT","173000.00"
"COLLEGE SECURITY SPECIALIST","70359.00"
"ASSISTANT PROFESSOR","99532.00"
"PROFESSOR","124656.00"
"SENIOR COLLEGE LAB TECH","81246.00"
"COLLEGE LAB TECHNICIAN","74430.00"
"LECTURER","92878.00"
"CUNY OFFICE ASSISTANT","45386.00"
"HIGHER EDUCATION ASSOCIATE","117805.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"SENIOR COLLEGE LAB TECH","81246.00"
"EOC LECTURER","92878.00"
"LECTURER","92878.00"
"PROFESSOR","141858.00"
"ASSOCIATE PROFESSOR","117805.00"
"CUNY ADMINISTRATOR ASSISTANT","66374.00"
"CUNY CUSTODIAL ASSISTANT","42171.00"
"EOC OFFICE ASSISTANT","40738.00"
"COLLEGE SECURITY DIRECTOR","114704.00"
"PROFESSOR","132987.00"
"CAMPUS SECURITY ASSISTANT","40128.00"
"HIGHER EDUCATION OFFICER","141858.00"
"CUNY OFFICE ASSISTANT","51701.00"
"PROFESSOR","141858.00"
"HIGHER EDUCATION ASSOCIATE","117805.00"
"HIGHER EDUCATION ASSOCIATE","117805.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"ASSOCIATE PROFESSOR","117805.00"
"PROFESSOR","129310.00"
"CAMPUS PUBLIC SAFETY SERGEANT","66818.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"CUNY OFFICE ASSISTANT","51091.00"
"HIGHER EDUCATION OFFICER","132987.00"
"DISABILITY ACCOMMODATIONS SPECIALIST","65954.00"
"HIGHER EDUCATION OFFICER","141858.00"
"ASSISTANT PROFESSOR","99532.00"
"BUSINESS DATA AND REPORTING ANALYST","51250.00"
"COLLEGE ACCOUNTANT","65254.00"
"HIGHER EDUCATION ASSISTANT","82928.00"
"CUNY OFFICE ASSISTANT","43582.00"
"CUNY OFFICE ASSISTANT","49288.00"
"EOC LECTURER","83764.00"
"PROFESSOR","141858.00"
"ASSOCIATE PROFESSOR","96602.00"
"PROFESSOR","141858.00"
"LECTURER","92878.00"
"PROFESSOR","141858.00"
"ASSOCIATE PROFESSOR","90375.00"
"HIGHER EDUCATION OFFICER","141858.00"
"CUNY CUSTODIAL ASSISTANT","42140.00"
"PROFESSOR","129310.00"
"CUNY OFFICE ASSISTANT","47785.00"
"STOCK WORKER","41314.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"HIGHER EDUCATION OFFICER","141858.00"
"CUNY CUSTODIAL ASSISTANT","38712.00"
"LECTURER","92878.00"
"CUNY CUSTODIAL ASSISTANT","41244.00"
"HIGHER EDUCATION ASSOCIATE","110641.00"
"ADMINISTRATOR","200000.00"
"SENIOR CUSTODIAL SUPERVISOR","48180.00"
"HIGHER EDUCATION ASSOCIATE","117805.00"
"ASSISTANT PROFESSOR","99532.00"
"CUNY OFFICE ASSISTANT","43582.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"CUNY OFFICE ASSISTANT","41540.00"
"ASSISTANT TO HEO","60394.00"
"BUSINESS DATA AND REPORTING ANALYST","50564.00"
"HIGHER EDUCATION ASSISTANT","93134.00"
"ASSOCIATE PROFESSOR","100329.00"
"ASSOCIATE PROFESSOR","107789.00"
"LECTURER","92878.00"
"SENIOR COLLEGE LAB TECH","81246.00"
"COLLEGE SECURITY SPECIALIST","64734.00"
"CUNY OFFICE ASSISTANT","41573.00"
"IT ASSOCIATE","103991.00"
"LECTURER","76870.00"
"HIGHER EDUCATION ASSOCIATE","107789.00"
"CUNY CUSTODIAL ASSISTANT","42258.00"
"ASSOCIATE PROFESSOR","93491.00"
"CUNY OFFICE ASSISTANT","42729.00"
"ASSOCIATE PROFESSOR","117805.00"
"PROFESSOR","132987.00"
"PROFESSOR","141858.00"
"CHIEF COLLEGE LAB TECHNICIAN","92953.00"
"PROFESSOR","119995.00"
"HIGHER EDUCATION ASSISTANT","70238.00"
"IT ASSOCIATE","91609.00"
"CUNY ADMINISTRATOR ASSISTANT","57445.00"
"ASSISTANT PROFESSOR","99532.00"
"HIGHER EDUCATION ASSISTANT","86645.00"
"LECTURER","92878.00"
"CUNY CUSTODIAL ASSISTANT","41206.00"
"CUNY CUSTODIAL ASSISTANT","41163.00"
"SENIOR COLLEGE LAB TECH","81246.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"ASSISTANT TO HEO","86188.00"
"CAMPUS PEACE OFFICER","50917.00"
"ASSISTANT TO HEO","86188.00"
"EOC COLLEGE LAB TECHNICIAN","74430.00"
"ASSISTANT PROFESSOR","64649.00"
"PROFESSOR","104057.00"
"IT ASSOCIATE","82999.00"
"HIGHER EDUCATION OFFICER","119995.00"
"PROFESSOR","132987.00"
"ASSOCIATE PROFESSOR","117805.00"
"ASSOCIATE PROFESSOR","117805.00"
"ASSOCIATE PROFESSOR","117805.00"
"PROFESSOR","113486.00"
"PROFESSOR","132987.00"
"PROFESSOR","141858.00"
"ASSOCIATE PROFESSOR","107789.00"
"ASSOCIATE PROFESSOR","117805.00"
"VICE PRESIDENT","175000.00"
"ASSISTANT PROFESSOR","93134.00"
"PROFESSOR","119995.00"
"CUNY CUSTODIAL ASSISTANT","41188.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"LECTURER","92878.00"
"LECTURER","92878.00"
"HIGHER EDUCATION ASSISTANT","68004.00"
"ASSOCIATE PROFESSOR","117805.00"
"PROFESSOR","132987.00"
"LECTURER","92878.00"
"ASSOCIATE PROFESSOR","117805.00"
"HIGHER EDUCATION OFFICER","141858.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"HIGHER EDUCATION OFFICER","124656.00"
"HIGHER EDUCATION ASSISTANT","82928.00"
"SENIOR COLLEGE LAB TECH","75929.00"
"CUNY CUSTODIAL ASSISTANT","33400.00"
"CUNY CUSTODIAL ASSISTANT","35811.00"
"SENIOR CUSTODIAL SUPERVISOR","42961.00"
"CLIP INSTRUCTOR","79170.00"
"PROFESSOR","132987.00"
"ASSISTANT PROFESSOR","99532.00"
"ASSISTANT PROFESSOR","99532.00"
"ASSOCIATE PROFESSOR","117805.00"
"PROFESSOR","141858.00"
"PROFESSOR","129310.00"
"ASSOCIATE PROFESSOR","73227.00"
"CUNY OFFICE ASSISTANT","47256.00"
"ASSISTANT TO HEO","79726.00"
"PROFESSOR","141858.00"
"LECTURER","92878.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"HIGHER EDUCATION OFFICER","115333.00"
"BUSINESS DATA AND REPORTING ANALYST","67604.00"
"ASSOCIATE PROFESSOR","117805.00"
"IT SUPPORT ASSISTANT","50564.00"
"ASSISTANT PROFESSOR","99532.00"
"PROFESSOR","100329.00"
"ASSOCIATE PROFESSOR","96602.00"
"ASSISTANT TO HEO","79726.00"
"CUNY OFFICE ASSISTANT","48674.00"
"HIGHER EDUCATION OFFICER","132987.00"
"CUNY OFFICE ASSISTANT","37907.00"
"HIGHER EDUCATION ASSISTANT","82928.00"
"CLIP INSTRUCTOR","72280.00"
"CUNY CUSTODIAL ASSISTANT","41163.00"
"ASSOCIATE PROFESSOR","107789.00"
"ASSOCIATE PROFESSOR","100329.00"
"PROFESSOR","129310.00"
"SENIOR CUSTODIAL SUPERVISOR","48205.00"
"LECTURER","83764.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"ASSISTANT PROFESSOR","70238.00"
"HIGHER EDUCATION ASSOCIATE","110641.00"
"PROFESSOR","124656.00"
"CUNY ADMINISTRATOR ASSISTANT","58307.00"
"ASSOCIATE PROFESSOR","107789.00"
"HIGHER EDUCATION ASSISTANT","93134.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"CAMPUS PUBLIC SAFETY SERGEANT","66803.00"
"EOC HIGHER EDUCATION OFFICER","104057.00"
"PROFESSOR","115333.00"
"CUNY CUSTODIAL ASSISTANT","37624.00"
"BUSINESS DATA AND REPORTING ANALYST","46217.00"
"HIGHER EDUCATION ASSISTANT","75465.00"
"ASSOCIATE PROFESSOR","107789.00"
"ASSOCIATE PROFESSOR","107789.00"
"ASSOCIATE PROFESSOR","96602.00"
"CAMPUS PEACE OFFICER","40310.00"
"LECTURER","87004.00"
"CUNY OFFICE ASSISTANT","47785.00"
"PROFESSOR","129310.00"
"PROFESSOR","106390.00"
"PROFESSOR","132987.00"
"ASSOCIATE PROFESSOR","110641.00"
"EOC HIGHER EDUCATION ASSISTANT","99532.00"
"ASSOCIATE PROFESSOR","117805.00"
"PROFESSOR","129310.00"
"PROFESSOR","141858.00"
"ASSOCIATE PROFESSOR","117805.00"
"ASSOCIATE PROFESSOR","117805.00"
"PROFESSOR","141858.00"
"CUNY ADMINISTRATOR ASSISTANT","62847.00"
"ASSOCIATE PROFESSOR","117805.00"
"ASSISTANT PROFESSOR","90375.00"
"HIGHER EDUCATION ASSISTANT","93134.00"
"CUSTODIAL SUPERVISOR","39456.00"
"COLLEGE LAB TECHNICIAN","69517.00"
"CUNY CUSTODIAL ASSISTANT","41188.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"HIGHER EDUCATION ASSOCIATE","100329.00"
"LECTURER","92878.00"
"ASSOCIATE PROFESSOR","117805.00"
"ASSISTANT PROFESSOR","72667.00"
"IT SUPPORT ASSISTANT","45090.00"
"IT SENIOR ASSOCIATE","114482.00"
"ASSISTANT PROFESSOR","90375.00"
"IT ASSISTANT","63918.00"
"ASSOCIATE PROFESSOR","104057.00"
"CAMPUS PUBLIC SAFETY SERGEANT","64857.00"
"LECTURER/DOCTORAL SCHEDULE","86698.00"
"HIGHER EDUCATION ASSISTANT","82928.00"
"CUNY CUSTODIAL ASSISTANT","41188.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"HIGHER EDUCATION OFFICER","141858.00"
"PROFESSOR","115333.00"
"IT SUPPORT ASSISTANT","45090.00"
"IT ASSISTANT","63918.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"HIGHER EDUCATION ASSISTANT","90375.00"
"PROFESSOR","124656.00"
"HIGHER EDUCATION ASSISTANT","99532.00"
"CUNY OFFICE ASSISTANT","45386.00"
"ASSISTANT PROFESSOR","93134.00"
"COLLEGE LAB TECHNICIAN","74430.00"
"LECTURER","92878.00"
"COLLEGE LAB TECHNICIAN","60829.00"
